Unique_ID,"Street address, City, State, Zip",Match Status,,,,Long,Lat,,,,,,
6540810,"830 South Gloster St, Tupelo, MS, 38801",Match,Exact,"830 S GLOSTER ST, TUPELO, MS, 38801","-88.71736189154,34.244281701553",-88.71736189,34.2442817,90657783,R,28,81,950700,2024
6930110,"26520 Cactus Avenue, Moreno Valley, CA, 92555",Match,Exact,"26520 CACTUS AVE, MORENO VALLEY, CA, 92555","-117.197516582104,33.910175268526",-117.1975166,33.91017527,637764846,L,6,65,48700,1003
6932775,"3020 Children's Way, San Diego, CA, 92123",Match,Exact,"3020 CHILDRENS WAY, SAN DIEGO, CA, 92123","-117.150863491705,32.798656839168",-117.1508635,32.79865684,195653080,L,6,73,8702,1005
6391030,"1300 Miccosukee Rd, Tallahassee, FL, 32308",Match,Exact,"1300 MICCOSUKEE RD, TALLAHASSEE, FL, 32308","-84.262392079909,30.455585797165",-84.26239208,30.4555858,82853959,L,12,73,906,1019
6743413,"2401 S 31st St, Temple, TX, 76508",Match,Exact,"2401 S 31ST ST, TEMPLE, TX, 76508","-97.365900190373,31.0786865406",-97.36590019,31.07868654,647836293,L,48,27,21000,4002
6740147,"4900 Mueller Blvd, Austin, TX, 78723",Match,Exact,"4900 MUELLER BLVD, AUSTIN, TX, 78723","-97.705834209567,30.301282371373",-97.70583421,30.30128237,649002685,L,48,453,309,3007
6430600,"1969 West Ogden Avenue, Chicago, IL, 60612",Match,Exact,"1969 W OGDEN AVE, CHICAGO, IL, 60612","-87.674942628937,41.873908589063",-87.67494263,41.87390859,616786572,R,17,31,838200,2004
6430841,"2160 S 1st Ave, Maywood, IL, 60153",Match,Exact,"2160 S 1ST AVE, MAYWOOD, IL, 60153","-87.833456941704,41.865168513864",-87.83345694,41.86516851,112216534,R,17,31,817600,2017
6220340,"30 Prospect Ave, Hackensack, NJ, 7601",Match,Exact,"30 PROSPECT AVE, HACKENSACK, NJ, 07601","-74.057754563776,40.884235304847",-74.05775456,40.8842353,64385823,R,34,3,23402,1000
6741110,"1500 Red River, Austin, TX, 78701",Match,Non_Exact,"1500 RED RIVER ST, AUSTIN, TX, 78712","-97.734795647807,30.275646620958",-97.73479565,30.27564662,642470981,L,48,453,700,1002
6743650,"100 Hillcrest Medical Blvd, Waco, TX, 76712",No_Match,,,,-97.197457,31.515632,,,,,,
6230035,"2545 Schoenersville Rd, Bethlehem, PA, 18017",Match,Exact,"2545 SCHOENERSVILLE RD, BETHLEHEM, PA, 18017","-75.407180042107,40.646578988557",-75.40718004,40.64657899,642547610,L,42,77,9100,2011
6910980,"101 W 8th Ave, Spokane, WA, 99204",No_Match,,,,-117.4121718,47.6483145,,,,,,
6431926,"1555 Barrington Road, Hoffman Estates, IL, 60169",Match,Exact,"1555 BARRINGTON RD, HOFFMAN ESTATES, IL, 60169","-88.144359916431,42.052036441292",-88.14435992,42.05203644,605620100,L,17,31,804701,3023
6932770,"400 N  Pepper Ave, Colton, CA, 92324",Match,Exact,"400 N PEPPER AVE, COLTON, CA, 92324","-117.352853789227,34.075519386758",-117.3528538,34.07551939,616135934,L,6,71,3612,1018
6931440,"1401 S Grand Ave, Los Angeles, CA, 90015",Match,Exact,"1401 S GRAND AVE, LOS ANGELES, CA, 90015","-118.265476981911,34.037170904257",-118.265477,34.0371709,640413648,R,6,37,224010,1005
6430101,"2000 Canal St, New Orleans, LA, 70112",Match,Exact,"2000 CANAL ST, NEW ORLEANS, LA, 70112","-90.080660008536,29.960816071342",-90.08066001,29.96081607,191709772,L,22,71,4900,2018
6441500,"205 N East Ave, Jackson, MI, 49201",Match,Exact,"205 N EAST AVE, JACKSON, MI, 49201","-84.393660357777,42.250649614245",-84.39366036,42.25064961,647394017,R,26,75,400,5020
6380140,"1405 Clifton Rd, Atlanta, GA, 30322",Match,Non_Exact,"1405 CLIFTON RD NE, ATLANTA, GA, 30322","-84.321163605857,33.795204707156",-84.32116361,33.79520471,23359988,R,13,89,22404,1033
6232690,"4800 Friendship Ave, Pittsburgh, PA, 15224",Match,Exact,"4800 FRIENDSHIP AVE, PITTSBURGH, PA, 15224","-79.946781304796,40.462389973249",-79.9467813,40.46238997,51644210,R,42,3,80900,1018
6450450,"835 S Van Buren St, Green Bay, WI, 54301",Match,Exact,"835 S VAN BUREN ST, GREEN BAY, WI, 54301","-88.012776903295,44.501480201239",-88.0127769,44.5014802,148102564,L,55,9,1300,4013
6412170,"2213 Cherry St, Toledo, OH, 43608",Match,Exact,"2213 CHERRY ST, TOLEDO, OH, 43608","-83.541912961813,41.668609957007",-83.54191296,41.66860996,640607647,L,39,95,10500,4000
6231120,"555 N Duke St, Lancaster, PA, 17602",Match,Exact,"555 N DUKE ST, LANCASTER, PA, 17602","-76.305298062033,40.04712170929",-76.30529806,40.04712171,179662702,R,42,71,400,2011
6232210,"3601 A Street, Philadelphia, PA, 19134",Match,Exact,"3601 A ST, PHILADELPHIA, PA, 19134","-75.125270049372,40.006223870779",-75.12527005,40.00622387,131444916,L,42,101,989300,1011
6380265,"3651 Wheeler Rd, Augusta, GA, 30909",Match,Exact,"3651 WHEELER RD, AUGUSTA, GA, 30909","-82.092763636709,33.482722274457",-82.09276364,33.48272227,648115196,R,13,245,10205,1028
6320180,"600 N Wolfe St, Baltimore, MD, 21287",Match,Non_Exact,"600 N WOLFE ST, BALTIMORE, MD, 21205","-76.590856781226,39.296923066038",-76.59085678,39.29692307,638541575,L,24,510,60400,1000
6630985,"12303 DePaul Dr, Bridgeton, MO, 63044",Match,Non_Exact,"12303 DE PAUL LN, BRIDGETON, MO, 63044","-90.433326809995,38.75320226644",-90.43332681,38.75320227,647326993,R,29,189,213104,2022
6930109,"1165 Montgomery Dr, Santa Rosa, CA, 95405",Match,Exact,"1165 MONTGOMERY DR, SANTA ROSA, CA, 95405","-122.702107604969,38.442882682139",-122.7021076,38.44288268,67470055,R,6,97,151800,1006
6160740,"56 Franklin St, Waterbury, CT, 6706",No_Match,,,,-73.0363478,41.5527794,,,,,,
6671170,"550 N Hillside, Wichita, KS, 67214",Match,Non_Exact,"550 N HILLSIDE ST, WICHITA, KS, 67214","-97.29897357354,37.694583872852",-97.29897357,37.69458387,115638001,R,20,173,1100,1015
6440630,"6071 West Outer Dr, Detroit, MI, 48235",Match,Exact,"6071 W OUTER DR, DETROIT, MI, 48235","-83.181969735842,42.420012166275",-83.18196974,42.42001217,95424452,L,26,163,539500,2028
6740038,"4015 22nd Pl, Lubbock, TX, 79410",Match,Exact,"4015 22ND PL, LUBBOCK, TX, 79410","-101.900969210808,33.574050056295",-101.9009692,33.57405006,185251194,L,48,303,1602,2011
6933853,"1601 Ygnacio Valley Rd, Walnut Creek, CA, 94598",Match,Exact,"1601 YGNACIO VALLEY RD, WALNUT CREEK, CA, 94598","-122.042732849994,37.913821588233",-122.0427328,37.91382159,657864128,R,6,13,338302,3009
6431920,"120 North Oak St, Hinsdale, IL, 60521",Match,Exact,"120 N OAK ST, HINSDALE, IL, 60521","-87.920159325627,41.805350488563",-87.92015933,41.80535049,112550144,L,17,43,845300,1006
6932520,"2175 Rosaline Ave, Redding, CA, 96001",Match,Exact,"2175 ROSALINE AVE, REDDING, CA, 96001","-122.396232684263,40.572615680678",-122.3962327,40.57261568,126684985,L,6,89,10500,3039
6370323,"701 Grove Rd, Greenville, SC, 29605",Match,Exact,"701 GROVE RD, GREENVILLE, SC, 29605","-82.413654811378,34.821498375586",-82.41365481,34.82149838,38349488,L,45,45,2103,2003
6741240,"4815 Alameda Ave, El Paso, TX, 79905",Match,Exact,"4815 ALAMEDA AVE, EL PASO, TX, 79905","-106.434348822359,31.770732178946",-106.4343488,31.77073218,637947196,R,48,141,3000,2034
6932645,"1 Medical Plaza Dr, Roseville, CA, 95661",No_Match,,,,-121.2493273,38.7662164,,,,,,
6741483,"1500 South Main St, Fort Worth, TX, 76104",Match,Exact,"1500 S MAIN ST, FORT WORTH, TX, 76104","-97.326473687093,32.728139362322",-97.32647369,32.72813936,102114273,R,48,439,123600,1021
6212830,"506 Lenox Ave, New York, NY, 10037",Match,Exact,"506 LENOX AVE, NEW YORK, NY, 10037","-73.940196118162,40.814891697234",-73.94019612,40.8148917,59656421,R,36,61,21200,2000
6230049,"801 Ostrum St, Bethlehem, PA, 18015",Match,Exact,"801 OSTRUM ST, BETHLEHEM, PA, 18015","-75.392132952146,40.609212407067",-75.39213295,40.60921241,80775792,R,42,77,6800,1003
6521060,"1211 Medical Center Dr, Nashville, TN, 37232",Match,Exact,"1211 MEDICAL CENTER DR, NASHVILLE, TN, 37232","-86.801327373077,36.142654447096",-86.80132737,36.14265445,97190375,L,47,37,16500,2010
6370435,"10 McClennan Banks Dr, Charleston, SC, 29425",No_Match,,,,-79.9513342,32.7826653,,,,,,
6931790,"3630 East Imperial Hwy, Lynwood, CA, 90262",No_Match,,,,-118.2033722,33.9298895,,,,,,
6211980,"8900 Van Wyck Expressway, Jamaica, NY, 11418",Match,Exact,"89-00 VAN WYCK EXPY, JAMAICA, NY, 11418","-73.816350697511,40.701327473153",-73.8163507,40.70132747,59735280,R,36,81,14202,1006
6412180,"2142 N Cove Blvd, Toledo, OH, 43606",Match,Exact,"2142 N COVE BLVD, TOLEDO, OH, 43606","-83.594058795479,41.671472522382",-83.5940588,41.67147252,647822833,R,39,95,1303,2004
6230041,"320 E North Ave, Pittsburgh, PA, 15212",Match,Exact,"320 E NORTH AVE, PITTSBURGH, PA, 15212","-80.003422684241,40.456122370127",-80.00342268,40.45612237,647491709,L,42,3,565100,1046
6231130,"1201 Langhorne-Newtown R, Langhorne, PA, 19047",Match,Non_Exact,"1201 LANGHORNE NEWTOWN RD, LANGHORNE, PA, 19047","-74.929639235552,40.203349391804",-74.92963924,40.20334939,134780001,L,42,17,100808,2021
6233430,"255 W Lancaster Ave, Paoli, PA, 19301",Match,Exact,"255 W LANCASTER AVE, PAOLI, PA, 19301","-75.499784316483,40.0421093493",-75.49978432,40.04210935,179552926,R,42,29,300303,2004
6233550,"1001 S George Sr, York, PA, 17403",Match,Non_Exact,"1001 S GEORGE ST, YORK, PA, 17403","-76.720372343425,39.946642407363",-76.72037234,39.94664241,637976687,L,42,133,800,2056
6210770,"150 55th St, Brooklyn, NY, 11220",Match,Exact,"150 55TH ST, BROOKLYN, NY, 11220","-74.020965100023,40.646899541107",-74.0209651,40.64689954,59094072,R,36,47,2200,1001
6230043,"111 South 11th St, Philadelphia, PA, 19107",Match,Exact,"111 S 11TH ST, PHILADELPHIA, PA, 19107","-75.158673630059,39.949674609229",-75.15867363,39.94967461,131423446,L,42,101,600,2003
6160530,"34 Maple St, Norwalk, CT, 6856",Match,Non_Exact,"34 MAPLE ST, NORWALK, CT, 06850","-73.424191105336,41.112683033224",-73.42419111,41.11268303,3249894,L,9,1,43800,3004
6650002,"353 Fairmont Blvd, Rapid City, SD, 57701",Match,Non_Exact,"353 E FAIRMONT BLVD, RAPID CITY, SD, 57701","-103.210206970916,44.054659216736",-103.210207,44.05465922,205510286,R,46,103,10904,1007
6160410,"1450 Chapel St, New Haven, CT, 6511",Match,Exact,"1450 CHAPEL ST, NEW HAVEN, CT, 06511","-72.944065460122,41.311117877221",-72.94406546,41.31111788,638548845,L,9,9,140800,1001
6920570,"3181 SW Sam Jackson Park Rd, Portland, OR, 97239",Match,Exact,"3181 SW SAM JACKSON PARK RD, PORTLAND, OR, 97239","-122.684652745667,45.500161779345",-122.6846527,45.50016178,157500992,R,41,51,5800,2009
6940020,"3200 Providence Dr, Anchorage, AK, 99508",Match,Exact,"3200 PROVIDENCE DR, ANCHORAGE, AK, 99508","-149.818933193942,61.18978905174",-149.8189332,61.18978905,638504877,R,2,20,1602,1015
6930133,"20103 Lake Chabot Rd, Castro Valley, CA, 94546",Match,Exact,"20103 LAKE CHABOT RD, CASTRO VALLEY, CA, 94546","-122.08730923439,37.697909972881",-122.0873092,37.69790997,637715827,R,6,1,430900,3000
6390283,"1600 SW Archer Rd, Gainesville, FL, 32610",Match,Exact,"1600 SW ARCHER RD, GAINESVILLE, FL, 32610","-82.342643671529,29.639538118411",-82.34264367,29.63953812,6854583,R,12,1,902,1020
6390282,"20900 Biscayne Blvd, Miami, FL, 33180",Match,Exact,"20900 BISCAYNE BLVD, MIAMI, FL, 33180","-80.144545972712,25.969111066294",-80.14454597,25.96911107,116035217,L,12,86,134,1000
6432800,"5666 E State St, Rockford, IL, 61108",Match,Exact,"5666 E STATE ST, ROCKFORD, IL, 61108","-89.005889795672,42.266092932024",-89.0058898,42.26609293,656545323,L,17,201,507,3008
6932673,"6600 Bruceville Rd, Sacramento, CA, 95823",Match,Exact,"6600 BRUCEVILLE RD, SACRAMENTO, CA, 95823","-121.422541718101,38.472001619027",-121.4225417,38.47200162,133404617,R,6,67,9641,1005
6440780,"16001 W Nine Mile Rd, Southfield, MI, 48075",Match,Exact,"16001 W 9 MILE RD, SOUTHFIELD, MI, 48075","-83.204985663427,42.459159222822",-83.20498566,42.45915922,69765719,L,26,125,162200,1002
6520065,"975 E Third St, Chattanooga, TN, 37403",Match,Exact,"975 E 3RD ST, CHATTANOOGA, TN, 37403","-85.290551228929,35.047833037685",-85.29055123,35.04783304,59307552,L,47,65,400,2000
6370477,"809 82nd Pkwy, Myrtle Beach, SC, 29572",Match,Exact,"809 82ND PKWY, MYRTLE BEACH, SC, 29572","-78.817110890677,33.755253882718",-78.81711089,33.75525388,29066955,L,45,51,50303,1044
6650007,"1305 W 18th St, Sioux Falls, SD, 57117",Match,Non_Exact,"1305 W 18TH ST, SIOUX FALLS, SD, 57105","-96.742601670506,43.53661719211",-96.74260167,43.53661719,647738946,L,46,99,10600,2015
6930016,"1441 Florida Ave, Modesto, CA, 95350",Match,Exact,"1441 FLORIDA AVE, MODESTO, CA, 95350","-120.996283670051,37.664989056693",-120.9962837,37.66498906,102603858,L,6,99,1300,1011
6671025,"1500 SW 10th Ave, Topeka, KS, 66604",Match,Exact,"1500 SW 10TH AVE, TOPEKA, KS, 66604","-95.695688288653,39.051191812705",-95.69568829,39.05119181,656534890,R,20,177,2100,1011
6370232,"9330 Medical Plaza Dr, Charleston, SC, 29406",Match,Exact,"9330 MEDICAL PLAZA DR, CHARLESTON, SC, 29406","-80.073433662592,32.977463842889",-80.07343366,32.97746384,639947354,R,45,19,3115,3008
6930379,"7300 Medical Center Dr, West Hills, CA, 91307",Match,Exact,"7300 MEDICAL CENTER DR, WEST HILLS, CA, 91307","-118.629391549143,34.20240180105",-118.6293915,34.2024018,650169968,R,6,37,134422,2007
6230013,"1200 S Cedar Crest Blvd, Allentown, PA, 18103",Match,Exact,"1200 S CEDAR CREST BLVD, ALLENTOWN, PA, 18103","-75.518737274381,40.567147550681",-75.51873727,40.56714755,80803160,R,42,77,6703,3024
6450310,"1221 Whipple St, Eau Claire, WI, 54703",No_Match,,,,-91.5163326,44.8154285,,,,,,
6931580,"1200 N State St, Los Angeles, CA, 90033",Match,Exact,"1200 N STATE ST, LOS ANGELES, CA, 90033","-118.209822801633,34.058196967974",-118.2098228,34.05819697,141622520,R,6,37,203300,1007
6441720,"580 W College Avenue, Marquette, MI, 49855",Match,Exact,"580 W COLLEGE AVE, MARQUETTE, MI, 49855","-87.400572643647,46.554703481828",-87.40057264,46.55470348,647468013,R,26,103,500,1008
6320050,"4940 Eastern Ave, Baltimore, MD, 21224",Match,Exact,"4940 EASTERN AVE, BALTIMORE, MD, 21224","-76.554695204625,39.287196939833",-76.5546952,39.28719694,640559581,L,24,510,260501,1029
6210440,"1 Brookdale Plaza, Brooklyn, NY, 11212",Match,Exact,"1 BROOKDALE PLZ, BROOKLYN, NY, 11212","-73.912205473149,40.655241724883",-73.91220547,40.65524172,640860102,R,36,47,89000,6002
6230010,"1200 Old York Rd, Abington, PA, 19001",Match,Exact,"1200 OLD YORK RD, ABINGTON, PA, 19001","-75.120312584426,40.117450870254",-75.12031258,40.11745087,135093323,L,42,91,201607,2025
6232430,"4401 Penn Avenue, Pittsburgh, PA, 15224",Match,Exact,"4401 PENN AVE, PITTSBURGH, PA, 15224","-79.95386096102,40.465936931389",-79.95386096,40.46593693,51642967,L,42,3,90200,2017
6232551,"2570 Haymaker Rd, Monroeville, PA, 15146",Match,Exact,"2570 HAYMAKER RD, MONROEVILLE, PA, 15146","-79.750816493093,40.42661876585",-79.75081649,40.42661877,606382236,R,42,3,521401,1015
6441847,"1000 Harrington St, Mount Clemens, MI, 48043",No_Match,,,,-82.898008,42.5878123,,,,,,
6320280,"2401 W Belvedere Ave, Baltimore, MD, 21215",Match,Exact,"2401 W BELVEDERE AVE, BALTIMORE, MD, 21215","-76.662197488129,39.354859003476",-76.66219749,39.354859,657033173,L,24,510,271700,1002
6160400,"20 York St, New Haven, CT, 6510",Match,Exact,"20 YORK ST, NEW HAVEN, CT, 06510","-72.93614177983,41.30334916715",-72.93614178,41.30334917,3700554,R,9,9,140300,2004
6932785,"7901 Frost St, San Diego, CA, 92123",Match,Exact,"7901 FROST ST, SAN DIEGO, CA, 92123","-117.15528180062,32.800200855079",-117.1552818,32.80020086,657459747,R,6,73,8702,1003
6390052,"1700 S Tamiami Trail, Sarasota, FL, 34239",Match,Exact,"1700 S TAMIAMI TRL, SARASOTA, FL, 34239","-82.529741026806,27.31820419477",-82.52974103,27.31820419,16398763,R,12,115,501,2019
6440650,"2799 West Grand Blvd, Detroit, MI, 48202",Match,Exact,"2799 W GRAND BLVD, DETROIT, MI, 48202","-83.082686737197,42.366931017945",-83.08268674,42.36693102,95740523,L,26,163,532600,2015
6391140,"901 45th St, Mangonia Park, FL, 33407",Match,Exact,"901 45TH ST, MANGONIA PARK, FL, 33407","-80.062657331818,26.753172382905",-80.06265733,26.75317238,642540211,R,12,99,1402,1001
6741225,"10301 Gateway Blvd W, El Paso, TX, 79925",Match,Exact,"10301 GATEWAY BLVD W, EL PASO, TX, 79925","-106.351289175096,31.756783598465",-106.3512892,31.7567836,189347692,L,48,141,4318,2012
6740136,"1600 11th St, Wichita Falls, TX, 76301",Match,Exact,"1600 11TH ST, WICHITA FALLS, TX, 76301","-98.500426039927,33.902963570654",-98.50042604,33.90296357,169844098,R,48,485,10200,1063
6390295,"3501 Johnson St, Hollywood, FL, 33021",Match,Exact,"3501 JOHNSON ST, HOLLYWOOD, FL, 33021","-80.179925936171,26.018311357354",-80.17992594,26.01831136,114717608,L,12,11,90900,2019
6390053,"3001 Martin Luther King Jr. Blvd, Tampa, FL, 33607",Match,Non_Exact,"3001 W DR MARTIN LUTHER KING JR BLVD, TAMPA, FL, 33607","-82.491009821703,27.981394681436",-82.49100982,27.98139468,104516432,R,12,57,2500,3000
6390056,"303 N Clyde Morris Blvd, Daytona Beach, FL, 32114",Match,Exact,"303 N CLYDE MORRIS BLVD, DAYTONA BEACH, FL, 32114","-81.054695321211,29.199500150816",-81.05469532,29.19950015,639366946,R,12,127,81800,2045
6390055,"2020 59th St West, Bradenton, FL, 34209",Match,Exact,"2020 59TH ST W, BRADENTON, FL, 34209","-82.620533193736,27.48194413619",-82.62053319,27.48194414,16278520,R,12,81,407,4002
6390048,"1700 S 23rd St, Fort Pierce, FL, 34950",Match,Exact,"1700 S 23RD ST, FORT PIERCE, FL, 34950","-80.347336724556,27.430090021839",-80.34733672,27.43009002,610748916,L,12,111,380400,2025
6210555,"506 6th St, Brooklyn, NY, 11215",Match,Exact,"506 6TH ST, BROOKLYN, NY, 11215","-73.979709664276,40.668465780924",-73.97970966,40.66846578,59078165,R,36,47,15300,1001
6310120,"4755 Ogletown-Stanton Rd, Newark, DE, 19713",Match,Exact,"4755 OGLETOWN STANTON RD, NEWARK, DE, 19713","-75.671382921671,39.690996683779",-75.67138292,39.69099668,187298931,L,10,3,13800,2011
6380490,"1001 Johnson Ferry Rd, Atlanta, GA, 30342",Match,Exact,"1001 JOHNSON FERRY RD, ATLANTA, GA, 30342","-84.354913610629,33.90781563884",-84.35491361,33.90781564,17354937,R,13,121,10115,2006
6720776,"1541 Kings Hwy, Shreveport, LA, 71103",Match,Exact,"1541 KINGS HWY, SHREVEPORT, LA, 71103","-93.761644814631,32.481667961898",-93.76164481,32.48166796,57489324,L,22,17,21700,2004
6230029,"200 Lothrop St, Pittsburgh, PA, 15213",Match,Exact,"200 LOTHROP ST, PITTSBURGH, PA, 15213","-79.960750094731,40.441895700706",-79.96075009,40.4418957,51648643,R,42,3,40200,2001
6380130,"80 Jesse Hill Jr Dr SE, Atlanta, GA, 30303",Match,Non_Exact,"80 JESSE HILL JR DR, ATLANTA, GA, 30303","-84.380395399389,33.754210807514",-84.3803954,33.75421081,17344697,L,13,121,11901,3018
6450680,"1910 South Ave, La Crosse, WI, 54601",Match,Exact,"1910 SOUTH AVE, LA CROSSE, WI, 54601","-91.246775264605,43.795026885962",-91.24677526,43.79502689,616118396,R,55,63,900,2031
6380254,"1120 15th St, Augusta, GA, 30912",Match,Exact,"1120 15TH ST, AUGUSTA, GA, 30912","-81.991566846354,33.470986251696",-81.99156685,33.47098625,640040949,R,13,245,1000,3032
6220785,"150 Bergen St, Newark, NJ, 7103",Match,Exact,"150 BERGEN ST, NEWARK, NJ, 07103","-74.191819343253,40.741373621963",-74.19181934,40.74137362,63489268,L,34,13,8200,1003
6650420,"1325 S Cliff Ave, Sioux Falls, SD, 57105",Match,Exact,"1325 S CLIFF AVE, SIOUX FALLS, SD, 57105","-96.711397780188,43.534554993939",-96.71139778,43.53455499,34974074,R,46,99,500,2048
6630930,"1 Barnes Jewish Hospital Plz, Saint Louis, MO, 63110",No_Match,,,,-90.2643699,38.6371647,,,,,,
6730024,"700 NE 13th St, Oklahoma City, OK, 73104",Match,Exact,"700 NE 13TH ST, OKLAHOMA CITY, OK, 73104","-97.50278059168,35.482288089048",-97.50278059,35.48228809,100401454,R,40,109,980008,1002
6933820,"300 Hillmont Ave, Ventura, CA, 93003",Match,Exact,"300 HILLMONT AVE, VENTURA, CA, 93003","-119.253992558146,34.277936836143",-119.2539926,34.27793684,110059434,R,6,111,1901,1008
6431610,"1425 North Randall Rd, Elgin, IL, 60120",Match,Non_Exact,"1425 N RANDALL RD, ELGIN, IL, 60123","-88.338675277528,42.055037687132",-88.33867528,42.05503769,119585493,R,17,89,851910,2013
6390385,"14000 Fivay Rd, Hudson, FL, 34667",Match,Exact,"14000 FIVAY RD, HUDSON, FL, 34667","-82.688526436083,28.359609602069",-82.68852644,28.3596096,642919906,R,12,101,31204,2000
6741155,"3535 S I-35 E, Denton, TX, 76210",Match,Exact,"3535 S I- 35 E, DENTON, TX, 76210","-97.092384584,33.175764237085",-97.09238458,33.17576424,636525204,R,48,121,21204,2002
6431613,"800 West Biesterfield Road, Elk Grove Village, IL, 60007",Match,Non_Exact,"800 BIESTERFIELD RD, ELK GROVE VILLAGE, IL, 60007","-88.017266456241,42.003516077225",-88.01726646,42.00351608,640606508,L,17,31,770202,2046
6430405,"1775 Dempster St, Park Ridge, IL, 60068",No_Match,,,,-87.6971272,42.0412415,,,,,,
6233500,"700 High St, Williamsport, PA, 17701",No_Match,,,,-77.015175,41.2474094,,,,,,
6720343,"4801 Ambassador Caffery Pkwy, Lafayette, LA, 70508",Match,Exact,"4801 AMBASSADOR CAFFERY PKWY, LAFAYETTE, LA, 70508","-92.040497379305,30.150126350895",-92.04049738,30.15012635,85619296,R,22,55,1421,3000
6742360,"3615 19th St, Lubbock, TX, 79410",Match,Exact,"3615 19TH ST, LUBBOCK, TX, 79410","-101.892186964131,33.577758055238",-101.892187,33.57775806,637958154,L,48,303,1602,1001
6720340,"1214 Coolidge Blvd, Lafayette, LA, 70503",Match,Non_Exact,"1214 COOLIDGE ST, LAFAYETTE, LA, 70503","-92.018429184147,30.202679119257",-92.01842918,30.20267912,85640763,R,22,55,2200,2039
6930790,"2823 Fresno St, Fresno, CA, 93721",Match,Exact,"2823 FRESNO ST, FRESNO, CA, 93721","-119.783004663354,36.742584242407",-119.7830047,36.74258424,197580252,L,6,19,502,1017
6210747,"4802 10th Ave, Brooklyn, NY, 11219",No_Match,,,,-73.9981068,40.6394203,,,,,,
6450015,"1000 Mineral Point Ave, Janesville, WI, 53547",Match,Non_Exact,"1000 MINERAL POINT AVE, JANESVILLE, WI, 53548","-89.032847466836,42.686796439779",-89.03284747,42.68679644,49853520,R,55,105,500,4015
6520040,"1 Medical Park Blvd, Bristol, TN, 37620",No_Match,,,,-82.2565154,36.5855299,,,,,,
6361700,"1 Medical Center Blvd, Winston-Salem, NC, 27157",Match,Non_Exact,"1 MEDICAL CENTER BLVD, WINSTON SALEM, NC, 27103","-80.271414776911,36.090221391169",-80.27141478,36.09022139,84648263,L,37,67,2200,2019
6441785,"4000 Wellness Dr, Midland, MI, 48670",No_Match,,,,-84.2617999,43.6393389,,,,,,
6441669,"36475 Five Mile Rd, Livonia, MI, 48154",Tie,,,,-83.35271,42.36837,,,,,,
6880130,"1155 Mill St, Reno, NV, 89502",Match,Exact,"1155 MILL ST, RENO, NV, 89502","-119.794732375318,39.523945515649",-119.7947324,39.52394552,657680431,L,32,31,702,2009
6344000,"1215 Lee St, Charlottesville, VA, 22903",No_Match,,,,-78.4990607,38.0324342,,,,,,
6710400,"2 St Vincent Circle, Little Rock, AR, 72205",No_Match,,,,-92.3387075,34.7504025,,,,,,
6141900,"55 Fogg Rd, South Weymouth, MA, 2190",Match,Exact,"55 FOGG RD, SOUTH WEYMOUTH, MA, 02190","-70.954562613716,42.174794661026",-70.95456261,42.17479466,657998316,R,25,21,422202,4006
6221500,"750 Brunswick Ave, Trenton, NJ, 8638",Match,Exact,"750 BRUNSWICK AVE, TRENTON, NJ, 08638","-74.752830133515,40.235748401673",-74.75283013,40.2357484,60197109,R,34,21,1700,2007
6870315,"50 Medical Dr N, Salt Lake City, UT, 84132",Match,Non_Exact,"50 MEDICAL DR, SALT LAKE CITY, UT, 84132","-111.837491944828,40.768884612099",-111.8374919,40.76888461,639493830,L,49,35,101402,2000
6440555,"4201 Saint Antoine St, Detroit, MI, 48201",Match,Exact,"4201 SAINT ANTOINE ST, DETROIT, MI, 48201","-83.053515659079,42.353966621556",-83.05351566,42.35396662,638745463,L,26,163,517500,1016
6630945,"1465 S Grand Blvd, Saint Louis, MO, 63104",Match,Exact,"1465 S GRAND BLVD, SAINT LOUIS, MO, 63104","-90.238506829841,38.621085699668",-90.23850683,38.6210857,107598198,R,29,510,127300,3043
6742018,"6621 Fannin St, Houston, TX, 77030",Match,Exact,"6621 FANNIN ST, HOUSTON, TX, 77030","-95.40141391825,29.708928080197",-95.40141392,29.70892808,637941969,L,48,201,313102,1033
6431600,"77 North Airlite Street, Elgin, IL, 60120",Match,Non_Exact,"77 N AIRLITE ST, ELGIN, IL, 60123","-88.328424268133,42.035518143834",-88.32842427,42.03551814,119501111,R,17,89,851904,3023
6432810,"1401 E State St, Rockford, IL, 61104",Match,Exact,"1401 E STATE ST, ROCKFORD, IL, 61104","-89.073633711787,42.266877867123",-89.07363371,42.26687787,656545217,R,17,201,1300,2004
6521020,"3441 Dickerson Pike, Nashville, TN, 37207",Match,Exact,"3441 DICKERSON PIKE, NASHVILLE, TN, 37207","-86.756431105799,36.244494538051",-86.75643111,36.24449454,97219468,R,47,37,10903,1001
6743106,"4502 Medical Dr, San Antonio, TX, 78229",Match,Exact,"4502 MEDICAL DR, SAN ANTONIO, TX, 78229","-98.574037241628,29.509013402094",-98.57403724,29.5090134,101491698,L,48,29,181402,1003
6932720,"1441 Constitution Blvd, Salinas, CA, 93906",Match,Exact,"1441 CONSTITUTION BLVD, SALINAS, CA, 93906","-121.631009843206,36.695644994192",-121.6310098,36.69564499,196854416,R,6,53,10608,2004
